"gid","gene_name","fundescrp"
"16273284","mukE/kicA","condesin subunit E"
"16273285","mukB","cell division protein MukB"
"16273286","HI1375","hypothetical protein"
"16273295","HI1386","hypothetical protein"
"16273297","trpG","anthranilate synthase component II"
"16273299","trpD","anthranilate phosphoribosyltransferase"
"16273301","valS","valyl-tRNA synthetase"
"16273304","HI1394","hypothetical protein"
"16273306","holC","DNA polymerase III subunit chi"
"16273307","fumC","fumarate hydratase"
"16273308","HI1399","hypothetical protein"
"16273309","trpH","hypothetical protein"
"16273312","yhxB","tail fibre protein/phosphomannomutase"
"16273316","HI1409","hypothetical protein"
"16273317","HI1410","terminase large subunit-like protein"
"16273320","HI1413","hypothetical protein"
"16273321","HI1414","hypothetical protein"
"16273322","HI1415","hypothetical protein"
"30995448","HI1418","hypothetical protein"
"16273325","HI1419","hypothetical protein"
"16273327","HI1422","hypothetical protein"
"16273332","HI1427","hypothetical protein"
"16273333","purN","phosphoribosylglycinamide formyltransferase"
"16273336","trpB","tryptophan synthase subunit beta"
"16273337","trpA","tryptophan synthase subunit alpha"
"16273338","usg/usg1","aspartate-semialdehyde dehydrogenase"
"16273343","HI1436","hypothetical protein"
"16273345","ispA","geranyltranstransferase"
"16273346","dxs","1-deoxy-D-xylulose-5-phosphate synthase"
"16273347","sspB","ClpXP protease specificity-enhancing factor"
"16273349","rpsI","30S ribosomal protein S9"
"16273350","rplM","50S ribosomal protein L13"
"16273355","moeA","molybdopterin biosynthesis protein"
"16273356","moeB","molybdopterin biosynthesis protein MoeB"
"16273357","HI1450","dsDNA-mimic protein"
"16273359","purL","phosphoribosylformylglycinamidine synthase"
"30995450","HI1456","hypothetical protein"
"16273363","HI1457","opacity protein"
"30995451","HI1459","RNA polymerase sigma factor"
"16273365","HI1462","hypothetical protein"
"16273368","mrsA-B/mrsA","MrsA"
"16273369","folP-B/folP-","dihydropteroate synthase"
"16273372","rpsO","30S ribosomal protein S15,(rpsO-B/rpsO)"
"16273373","HI1469","hypothetical protein"
"16273374","HI1470","iron chelatin ABC transporter ATP-binding protein"
"16273375","HI1471","iron chelatin ABC transporter permease protein"
"16273378","HI1474","ABC transporter ATP-binding protein"
"16273380","HI1476","transcriptional regulatory protein"
"16273382","muA","transposase"
"16273384","HI1480","hypothetical protein"
"16273390","HI1487","hypothetical protein"
"30995453","HI1494","N-acetylmuramoyl-L-alanine amidase"
"16273407","HI1505","hypothetical protein"
"16273413","HI1511","sheath protein gpL"
"30995455","HI1521","hypothetical protein"
"16273428","parE","DNA topoisomerase IV subunit B"
"16273431","rimK","ribosomal protein S6 modification protein"
"16273434","HI1534","hypothetical protein"
"16273435","HI1535","hypothetical protein"
"16273442","HI1542","hypothetical protein"
"16273448","lolE","outer membrane-specific lipoprotein transporter subunit LolE"
"16273449","lolD","ABC transporter ATP-binding protein"
"16273450","bioD-B/bioD","dithiobiotin synthetase"
"16273452","HI1552","hypothetical protein"
"16273454","bioA","adenosylmethionine--8-amino-7-oxononanoate transaminase"
"16273455","lolC","hypothetical protein"
"16273456","HI1556","glycerate dehydrogenase"
"16273459","hemK","HemK"
"16273461","prfA","peptide chain release factor 1"
"16273465","HI1568","G protein"
"16273468","pykA","pyruvate kinase"
"16273469","dnaB","replicative DNA helicase"
"16273470","alr","alanine racemase"
"16273482","purU","formyltetrahydrofolate deformylase"
"16273485","lolA","outer-membrane lipoprotein carrier protein"
"30995458","radA","DNA repair protein RadA"
"16273493","HI1603","hypothetical protein"
"16273494","HI1604","phosphate permease"
"16273495","HI1605","hypothetical protein"
"16273496","cca","multifunctional tRNA nucleotidyl transferase/2?xc2xb03?xc2xb1-cyclic phosphodiesterase/2?xc2xb0nucleotidase/phosphatase"
"16273497","lolB","outer membrane lipoprotein LolB"
"16273498","ispE","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase"
"16273499","prsA","ribose-phosphate pyrophosphokinase"
"16273500","tyrS","tyrosyl-tRNA synthetase"
"16273502","norM","multidrug efflux protein"
"16273503","ribE","riboflavin synthase subunit alpha"
"16273504","pepN","aminopeptidase N"
"16273506","purK","phosphoribosylaminoimidazole carboxylase ATPase subunit"
"16273507","aspC","aromatic amino acid aminotransferase"
"30995461","HI1618","ABC transporter ATP-binding protein"
"16273510","HI1621","cobalt transport protein CbiM"
"16273515","HI1626","hypothetical protein"
"16273516","HI1627","hypothetical protein"
"16273517","HI1628","hypothetical protein"
"30995462","HI1629","DedA"
"16273519","rplY/rpL25","50S ribosomal protein L25"
"16273520","HI1631","hypothetical protein"
"16273521","HI1632","hypothetical protein"
"30995463","dapD","2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase"
"16273524","purR","purine nucleotide synthesis repressor"
"16273525","ppc","phosphoenolpyruvate carboxylase"
"16273526","HI1637","hypothetical protein"
"16273532","HI1643","hypothetical protein"
"16273533","truA","tRNA pseudouridine synthase A"
"16273534","fbp","fructose-1,6-bisphosphatase"
"16273539","HI1651","hypothetical protein"
"30995465","tldD","predicted Zn-dependent protease"
"16273541","HI1654","hypothetical protein"
"16273542","HI1655","antigen"
"16273545","HI1658","hypothetical protein"
"30995466","nrdA","ribonucleotide-diphosphate reductase subunit alpha"
"16273547","nrdB","ribonucleotide-diphosphate reductase subunit beta"
"30995468","HI1664","hypothetical protein"
"16273569","sohB","predicted inner membrane peptidase"
"16273571","HI1684","electron transport complex protein RnfB"
"16273573","rnfD","electron transport complex protein RnfD"
"16273575","HI1688","SoxR-reducing system protein RsxE"
"16273576","nth","endonuclease III"
"16273577","HI1690","sodium-dependent transporter"
"16273578","modC","molybdate transporter ATP-binding protein"
"30995469","HI1695","lipopolysaccharide biosynthesis protein"
"16273583","HI1696","lipopolysaccharide biosynthesis protein"
"16273584","HI1697","lipopolysaccharide biosynthesis protein"
"16273585","HI1698","lipopolysaccharide biosynthesis protein"
"30995470","HI1700","lipopolysaccharide biosynthesis protein"
"16273588","HI1701","hypothetical protein"
"16273590","HI1703","hypothetical protein"
"16273591","HI1704","hypothetical protein"
"16273592","pepA","leucyl aminopeptidase"
"16273595","ygiX","transcriptional regulatory protein"
"16273602","orn","oligoribonuclease"
"16273604","HI1718","hypothetical protein"
"30995472","HI1720","hypothetical protein"
"30995473","HI1721","transposase"
"16273608","map","methionine aminopeptidase"
"16273611","mrcB/ponB","penicillin-binding protein 1B"
"30995475","purC/hemH","phosphoribosylaminoimidazole-succinocarboxamide synthase"
"16273614","HI1728","hypothetical protein"
"16273616","HI1731","hypothetical protein"
"16273617","rnb","exoribonuclease II"
"30995476","fabI","enoyl reductase"
"16273619","prfC","peptide chain release factor 3"
"16273621","HI1737","hypothetical protein"
"16273622","HI1738","hypothetical protein"
"16273628","rpoZ","DNA-directed RNA polymerase subunit omega"
"16273629","gmk","guanylate kinase"
"108885075","dnaN","DNA polymerase III, beta subunit"
"12044853","gyrB","DNA gyrase, B subunit"
"12044854","gyrA","DNA gyrase, A subunit"
"12044855","serS","seryl-tRNA synthetase"
"12044856","tmk","thymidylate kinase"
"12044857","MG_007","DNA polymerase III delta prime subunit, putative"
"12044858","trmE","tRNA modification GTPase TrmE"
"108885077","folD","methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase"
"12044864","MG_014","ABC transporter, ATP-binding/permease protein"
"12044865","MG_015","ABC transporter, ATP-binding/permease protein"
"12044869","dnaJ","chaperone protein DnaJ"
"12044870","pip","proline iminopeptidase"
"12044871","metS/metG","methionyl-tRNA synthetase"
"12044872","rpoE","DNA-directed RNA polymerase, delta subunit"
"12044873","fba","fructose-1,6-bisphosphate aldolase, class II"
"12044875","MG_025","glycosyl transferase, group 2 family protein"
"12044876","efp","translation elongation factor P"
"12044877","nusB","transcription termination/antitermination protein NusB"
"12044878","MG_028","conserved hypothetical protein"
"12044879","MG_029","DJ-1/PfpI family protein"
"12044880","upp","uracil phosphoribosyltransferase"
"12044881","polC/polC-1","DNA polymerase III, alpha subunit, Gram-positive type"
"12044884","tdk","thymidine kinase"
"12044885","hisS","histidyl-tRNA synthetase"
"12044886","aspS","aspartyl-tRNA synthetase"
"12044887","MG_037","nicotinate phosphoribosyltransferase (NAPRTase) family"
"12044888","glpK","glycerol kinase"
"12044891","ptsH","phosphocarrier protein HPr"
"12044892","potA","spermidine/putrescine ABC transporter, ATP-binding protein, putative"
"12044893","potB","spermidine/putrescine ABC transporter, permease protein, putative"
"12044894","potC","spermidine/putrescine ABC transporter, permease protein, putative"
"12044895","MG_045","ABC transporter, spermidine/putrescine binding protein, putative"
"12044896","MG_046","metalloendopeptidase, putative, glycoprotease family"
"12044897","metK/metX","S-adenosylmethionine synthetase,(metK/metX)"
"12044898","ffh","signal recognition particle protein"
"108885079","deoD","purine nucleoside phosphorylase"
"12044900","deoC","deoxyribose-phosphate aldolase"
"12044902","cdd","cytidine deaminase"
"12044903","manB","phosphoglucomutase/phosphomannomutase, putative"
"12044904","MG_054","transcription antitermination protein NusG, putative"
"12044905","secE","preprotein translocase, SecE subunit"
"12044906","rpmG-2/rpmG","ribosomal protein L33 type 2"
"12044907","MG055.2/MG_4","conserved hypothetical protein"
"12044909","MG_057","small primase-like protein"
"108885080","prs","ribose-phosphate pyrophosphokinase"
"12044911","smpB","SsrA-binding protein"
"12044912","MG_060","glycosyl transferase, group 2 family protein"
"12044916","MG_064","ABC transporter, permease protein, putative"
"12044917","MG_065","ABC transporter, ATP-binding protein"
"12044920","MG_068","lipoprotein, putative"
"12044921","ptsG","PTS system, glucose-specific IIABC component"
"12044922","rpsB","ribosomal protein S2"
"12044923","MG_071","ATPase, P-type (transporting), HAD superfamily, subfamily IC"
"12044924","secA","preprotein translocase, SecA subunit"
"12044925","uvrB","excinuclease ABC, B subunit"
"12044926","MG_074","conserved hypothetical protein"
"12044927","MG_075","116 kDa surface antigen"
"12044928","MG_076","conserved hypothetical protein"
"12044929","oppB","oligopeptide ABC transporter, permease protein (OppB)"
"12044930","oppC","oligopeptide ABC transporter, permease protein (OppC)"
"12044931","oppD","oligopeptide ABC transporter, ATP-binding protein"
"12044932","oppF","oligopeptide ABC transporter, ATP-binding protein"
"12044933","rplK","ribosomal protein L11"
"12044934","rplA","ribosomal protein L1"
"12044935","pth","peptidyl-tRNA hydrolase"
"12044936","MG_084","tRNA(Ile)-lysidine synthetase"
"12044937","hprK/ser","HPr(Ser) kinase/phosphatase"
"12044938","lgt","prolipoprotein diacylglyceryl transferase"
"12044939","rpsL","ribosomal protein S12"
"12044940","rpsG/rpS7","ribosomal protein S7"
"12044941","fusA/fus","translation elongation factor G"
"12044942","rpsF","ribosomal protein S6"
"12044943","ssb","single-strand binding protein family"
"12044944","rpsR","ribosomal protein S18"
"12044945","rplI","ribosomal protein L9"
"108885083","dnaB","replicative DNA helicase"
"12044947","MG_095","lipoprotein, putative"
"12044949","ung","uracil-DNA glycosylase, putative"
"12044950","MG_098","glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, C subunit"
"12044951","gatA","glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, A subunit"
"12044952","gatB","glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, B subunit"
"12044953","MG_101","conserved hypothetical protein"
"12044954","trxB","thioredoxin-disulfide reductase"
"108885119","secG","preprotein translocase, SecG subunit"
"12044956","vacB","ribonuclease R"
"108885084","MG_105","conserved hypothetical protein"
"108885085","def","peptide deformylase"
"12044959","gmk","guanylate kinase"
"12044960","MG_108","protein phosphatase 2C, putative"
"108885086","MG_109","serine/threonine protein kinase, putative"
"161579581","pgi","glucose-6-phosphate isomerase"
"12044965","asnS/asnC","asparaginyl-tRNA synthetase"
"12044969","MG_117","conserved hypothetical protein"
"12044970","galE","UDP-glucose 4-epimerase"
"12044971","mglA","ABC transporter, ATP-binding protein"
"12044972","MG_120","ABC transporter, permease protein"
"12044974","topA","DNA topoisomerase I"
"12044975","MG_123","conserved hypothetical protein"
"12044976","trx/trxA","thioredoxin"
"12044977","MG_125","Cof-like hydrolase, putative"
"12044978","trpS","tryptophanyl-tRNA synthetase"
"12044979","MG_127","Spx subfamily protein"
"12044980","ppnK","inorganic polyphosphate/ATP-NAD kinase, probable"
"12044981","MG_129","conserved hypothetical protein"
"12044982","MG_130","uncharacterized domain HDIG"
"12044984","MG_132","HIT domain protein"
"108885087","MG_133","membrane protein, putative"
"12044987","MG_135","membrane protein, putative"
"12044988","lysS","lysyl-tRNA synthetase"
"12044989","glf","UDP-galactopyranose mutase"
"12044991","MG_139","metallo-beta-lactamase superfamily protein"
"12044993","nusA","transcription termination factor NusA"
"108885120","MG141.1/MG_4","conserved hypothetical protein"
"12044994","infB","translation initiation factor IF-2"
"12044995","rbfA","ribosome-binding factor A"
"12044996","MG_144","conserved hypothetical protein"
"12044997","ribF","riboflavin biosynthesis protein RibF"
"12044998","MG_146","conserved hypothetical protein"
"108885088","MG_147","membrane protein, putative"
"12045000","MG_148","conserved hypothetical protein"
"12045003","rpsJ","ribosomal protein S10"
"12045004","rplC","ribosomal protein L3"
"12045005","rplD","ribosomal protein L4/L1 family"
"12045006","rplW","ribosomal protein L23"
"12045007","rplB","ribosomal protein L2"
"12045008","rpsS","ribosomal protein S19"
"12045009","rplV","ribosomal protein L22"
"12045010","rpsC","ribosomal protein S3"
"12045011","rplP","ribosomal protein L16"
"12045012","rpmC","ribosomal protein L29"
"12045013","rpsQ","ribosomal protein S17"
"12045014","rplN","ribosomal protein L14"
"12045015","rplX","ribosomal protein L24"
"12045016","rplE","ribosomal protein L5"
"12045017","rpsN","ribosomal protein S14"
"12045018","rpsH","ribosomal protein S8"
"12045019","rplF","ribosomal protein L6"
"12045020","rplR","ribosomal protein L18"
"12045021","rpsE","ribosomal protein S5"
"12045022","rplO","ribosomal protein L15"
"12045023","secY","preprotein translocase, SecY subunit"
"12045024","adk","adenylate kinase"
"12045025","map","methionine aminopeptidase, type I"
"12045026","infA","translation initiation factor IF-1"
"12045027","rpmJ","ribosomal protein L36"
"12045028","rpsM","ribosomal protein S13"
"108885090","rpsK/rpS11","ribosomal protein S11"
"12045030","rpoA","DNA-directed RNA polymerase, alpha subunit"
"12045031","rplQ","ribosomal protein L17"
"12045032","MG_179","metal ion ABC transporter, ATP-binding protein, putative"
"12045033","MG_180","metal ion ABC transporter ATP-binding protein, putative"
"12045034","MG_181","metal ion ABC transporter, permease protein"
"12045035","truA","tRNA pseudouridine synthase A"
