"access_num","koid","cogid","description","ec"
"CEG1700","K12972","COG0111HE","gyoxylate/hydroxypyruvate reductase A","[EC:1.1.1.79 1.1.1.81]"
"CEG1701","K12978","---","lipid A 4'-phosphatase","[EC:3.1.3.-]"
"CEG1702","K13005","COG0463M","abequosyltransferase","[EC:2.4.1.-]"
"CEG1703","K13256","COG3223S","protein PsiE","---"
"CEG1704","K13301","---","secretion monitor","---"
"CEG1705","K13483","COG2080C","xanthine dehydrogenase YagT iron-sulfur-binding subunit","---"
"CEG1706","K13542","COG0007H","uroporphyrinogen III methyltransferase / synthase","[EC:2.1.1.107 4.2.1.75]"
"CEG1707","K13570","---","prokaryotic ubiquitin-like protein Pup","---"
"CEG1708","K13620","COG2148M","putative colanic acid polymerase","---"
"CEG1709","K13632","COG2207K","AraC family transcriptional regulator, multiple antibiotic resistance protein MarA","---"
"CEG1710","K13638","COG0789K","MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA","---"
"CEG1711","K13639","COG0789K","MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR","---"
"CEG1712","K13655","COG1396K","HTH-type transcriptional regulator / antitoxin for MqsR toxin","---"
"CEG1713","K13668","COG0438M","phosphatidylinositol alpha-1,6-mannosyltransferase","[EC:2.4.1.-]"
"CEG1714","K13686","---","arabinofuranosyltransferase","[EC:2.4.2.-]"
"CEG1715","K13687","---","arabinofuranosyltransferase","[EC:2.4.2.-]"
"CEG1716","K13693","COG0463M","glucosyl-3-phosphoglycerate synthase","[EC:2.4.1.-]"
"CEG1717","K13695","COG0791M","probable lipoprotein NlpC","---"
"CEG1718","K13787","COG0142H","geranylgeranyl diphosphate synthase, type I","[EC:2.5.1.1 2.5.1.10 2.5.1.29]"
"CEG1719","K13794","COG0583K","LysR family transcriptional regulator, regulatory protein for tcuABC","---"
"CEG1720","K13819","COG1251C","NifU-like protein","---"
"CEG1721","K13889","COG0747E","glutathione transport system substrate-binding protein","---"
"CEG1722","K13895","COG4239R","microcin C transport system permease protein","---"
"CEG1723","K13940","COG0801H","dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase","[EC:4.1.2.25 2.7.6.3]"
"CEG1724","K13941","COG0801H","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase","[EC:2.7.6.3 2.5.1.15]"
"CEG1725","K13953","COG1064R","alcohol dehydrogenase, propanol-preferring","[EC:1.1.1.1]"
"CEG1726","K14058","COG0037D","tRNA 2-thiocytidine biosynthesis protein TtcA","---"
"CEG1727","K14062","COG3203M","outer membrane protein N","---"
"CEG1728","K14064","COG0589T","universal stress protein C","---"
"CEG1729","K14136","COG0382H","phosphoribose diphosphate:decaprenyl-phosphate phosphoribosyltransferase","---"
"CEG1730","K14159","COG0328L","ribonuclease HI / DNA polymerase III subunit epsilon","[EC:3.1.26.4 2.7.7.7]"
"CEG1731","K14188","COG0236IQ","D-alanine--poly(phosphoribitol) ligase subunit 2","[EC:6.1.1.13]"
"CEG1732","K14205","COG2898S","phosphatidylglycerol lysyltransferase","[EC:2.3.2.3]"
"CEG1733","K14215","COG0020I","trans,polycis-decaprenyl diphosphate synthase","[EC:2.5.1.86]"
"CEG1734","K14260","COG0436E","alanine-synthesizing transaminase","[EC:2.6.1.66 2.6.1.2]"
"CEG1735","K14337","---","alpha-1,6-mannosyltransferase","[EC:2.4.1.-]"
"CEG1736","K14339","---","alpha-1,6-mannosyltransferase","[EC:2.4.1.-]"
"CEG1737","K14392","COG4145H","sodium/pantothenate symporter","---"
"CEG1738","K14441","COG0621J","ribosomal protein S12 methylthiotransferase","[EC:2.-.-.-]"
"CEG1739","K14698","COG1132V","ATP-binding cassette, subfamily B, bacterial IrtA","[EC:3.6.3.-]"
"CEG1740","K14699","COG1132V","ATP-binding cassette, subfamily B, bacterial IrtB","[EC:3.6.3.-]"
"CEG1741","K14743","COG1404O","membrane-anchored mycosin MYCP","[EC:3.4.21.-]"
"CEG1742","---","---","ACIAD0645",
"CEG1743","---","---","ACIAD0941",
"CEG1744","---","---","ACIAD1000",
"CEG1745","---","---","ACIAD1223",
"CEG1746","---","---","ACIAD1233",
"CEG1747","---","---","ACIAD1326",
"CEG1748","---","---","ACIAD1848",
"CEG1749","---","---","ACIAD1857",
"CEG1750","---","---","ACIAD1859",
"CEG1751","---","---","ACIAD1893",
"CEG1752","---","---","ACIAD1894",
"CEG1753","---","---","ACIAD1965",
"CEG1754","---","---","ACIAD2107",
"CEG1755","---","---","ACIAD2139",
"CEG1756","---","---","ACIAD2143",
"CEG1757","---","---","ACIAD2190",
"CEG1758","---","---","ACIAD2481",
"CEG1759","---","---","ACIAD2482",
"CEG1760","---","---","ACIAD2483",
"CEG1761","---","---","ACIAD2711",
"CEG1762","---","---","ACIAD2851",
"CEG1763","---","---","ACIAD2981",
"CEG1764","---","---","ACIAD3020",
"CEG1765","---","---","ACIAD3394",
"CEG1766","---","---","ACIAD3524",
"CEG1767","---","---","addB",
"CEG1768","---","---","b1472",
"CEG1769","---","---","b1578",
"CEG1770","---","---","b2854",
"CEG1771","---","---","bA0001",
"CEG1772","---","---","bA0002",
"CEG1773","---","---","bcsB",
"CEG1774","---","---","bgl-truncati",
"CEG1775","---","COG0028EH","essQ",
"CEG1776","---","COG0036G","SP_1616",
"CEG1777","---","COG0038P","HI0633",
"CEG1778","---","COG0042J","SA0085",
"CEG1779","---","COG0048J","rpsL",
"CEG1780","---","COG0049J","rpsG",
"CEG1781","---","COG0053P","spr1411",
"CEG1782","---","COG0060J","ileS",
"CEG1783","---","COG0069E","ACIAD2525",
"CEG1784","---","COG0074C","yahF",
"CEG1785","---","COG0078E","argF",
"CEG1786","---","COG0079E","cobC",
"CEG1787","---","COG0081J","rplA",
"CEG1788","---","COG0085K","rpoB",
"CEG1789","---","COG0086K","rpoC",
"CEG1790","---","COG0089J","rplW",
"CEG1791","---","COG0090J","rplB",
"CEG1792","---","COG0092J","rpsC",
"CEG1793","---","COG0095H","SAOUHSC_0057",
"CEG1794","---","COG0096J","rpsH",
"CEG1795","---","COG0099J","rpsM",
"CEG1796","---","COG0102J","rplM",
"CEG1797","---","COG0111HE","serA",
"CEG1798","---","COG0113H","ydhR",
"CEG1799","---","COG0125F","tmk/tdk",
"CEG1800","---","COG0142H","yqiD",
"CEG1801","---","COG0172J","Rv2827c",
"CEG1802","---","COG0174E","ybjP",
"CEG1803","---","COG0179Q","ycgM",
"CEG1804","---","COG0188L","parC",
"CEG1805","---","COG0206D","ftsZ",
"CEG1806","---","COG0217S","yebC",
"CEG1807","---","COG0219J","cspR",
"CEG1808","---","COG0244J","rplJ",
"CEG1809","---","COG0247C","Rv0338c",
"CEG1810","---","COG0248FP","Rv1026",
"CEG1811","---","COG0256J","rplR",
"CEG1812","---","COG0267J","rpmGA/rpmG",
"CEG1813","---","COG0268J","rpsT",
"CEG1814","---","COG0277C","Rv3790",
"CEG1815","---","COG0294H","folP-B/folP-",
"CEG1816","---","COG0296G","STM1560",
"CEG1817","---","COG0305L","dnaC",
"CEG1818","---","COG0318IQ","fadD30",
"CEG1819","---","COG0319R","FTN_0749",
"CEG1820","---","COG0327S","HP0959",
"CEG1821","---","COG0358L","dnaG",
"CEG1822","---","COG0360J","rpsF",
"CEG1823","---","COG0388R","HP1481",
"CEG1824","---","COG0391S","SAOUHSC_0078",
"CEG1825","---","COG0392S","MYPU_4840",
"CEG1826","---","COG0393S","ybjQ",
"CEG1827","---","COG0395G","MYPU_0280",
"CEG1828","---","COG0399M","SP_1837",
"CEG1829","---","COG0402FR","HI0842",
"CEG1830","---","COG0406G","Rv0525",
"CEG1831","---","COG0419L","Rv1278",
"CEG1832","---","COG0424D","yceF/maf",
"CEG1833","---","COG0431R","MG_342",
"CEG1834","---","COG0437C","ydhX",
"CEG1835","---","COG0439I","accC",
"CEG1836","---","COG0443O","Rv0312",
"CEG1837","---","COG0458EF","STM1552",
"CEG1838","---","COG0460E","hom",
"CEG1839","---","COG0464O","Rv0282",
"CEG1840","---","COG0472M","mraY",
"CEG1841","---","COG0476H","moeW",
"CEG1842","---","COG0480J","fusA",
"CEG1843","---","COG0482J","trmU",
"CEG1844","---","COG0484O","MG_200",
"CEG1845","---","COG0491R","Rv2260",
"CEG1846","---","COG0492O","yumC",
"CEG1847","---","COG0494LR","ACIAD3237",
"CEG1848","---","COG0508C","odhB",
"CEG1849","---","COG0510M","SAOUHSC_0186",
"CEG1850","---","COG0518F","PA14_42180",
"CEG1851","---","COG0525J","valS",
"CEG1852","---","COG0527E","HI1632",
"CEG1853","---","COG0536R","obg/obgE",
"CEG1854","---","COG0537FGR","Rv2613c",
"CEG1855","---","COG0568K","sigA",
"CEG1856","---","COG0578C","PA14_66000",
"CEG1857","---","COG0593L","yfgE/hda",
"CEG1858","---","COG0599S","HI1053",
"CEG1859","---","COG0602O","HI1189",
"CEG1860","---","COG0604CR","PA14_32420",
"CEG1861","---","COG0618R","mgpA/mgpB",
"CEG1862","---","COG0642T","VCA0565",
"CEG1863","---","COG0651CP","mrpD",
"CEG1864","---","COG0653U","VCA0628",
"CEG1865","---","COG0656R","Rv2971",
"CEG1866","---","COG0659P","ychM",
"CEG1867","---","COG0664T","yeiL",
"CEG1868","---","COG0665E","HI1535",
"CEG1869","---","COG0673R","STM1133",
"CEG1870","---","COG0682M","lgt",
"CEG1871","---","COG0693R","MG_029",
"CEG1872","---","COG0695O","VC1616",
"CEG1873","---","COG0707M","murG",
"CEG1874","---","COG0725P","HI1469",
"CEG1875","---","COG0728R","FTN_0645",
"CEG1876","---","COG0729M","ACIAD2403",
"CEG1877","---","COG0735P","MG_236",
"CEG1878","---","COG0743I","dxr",
"CEG1879","---","COG0744M","PBP-1A",
"CEG1880","---","COG0745TK","VCA0566",
"CEG1881","---","COG0747E","lpqW",
"CEG1882","---","COG0751J","glyS",
"CEG1883","---","COG0760O","ybfN",
"CEG1884","---","COG0761IM","yqfP/ispH",
"CEG1885","---","COG0768M","pbpB",
"CEG1886","---","COG0772D","rodA",
"CEG1887","---","COG0777I","accD",
"CEG1888","---","COG0779S","yhbC",
"CEG1889","---","COG0780R","HI1340",
"CEG1890","---","COG0781K","nusB",
"CEG1891","---","COG0790R","yibG",
"CEG1892","---","COG0791M","Rv1477",
"CEG1893","---","COG0796M","racE",
"CEG1894","---","COG0821I","lytB",
"CEG1895","---","COG0822C","MG_337",
"CEG1896","---","COG0826O","yhbV",
"CEG1897","---","COG0843C","ybhQ",
"CEG1898","---","COG0849D","ftsA",
"CEG1899","---","COG0860M","cwlM",
"CEG1900","---","COG1006P","mrpC",
"CEG1901","---","COG1020Q","papA3",
"CEG1903","---","COG1051F","VCA0097",
"CEG1904","---","COG1056H","ACIAD2606",
"CEG1905","---","COG1060HR","HP0656",
"CEG1906","---","COG1074L","pcrA",
"CEG1907","---","COG1077D","mreB",
"CEG1908","---","COG1098J","SAOUHSC_0089",
"CEG1909","---","COG1109G","yhxB",
"CEG1910","---","COG1136V","MG_467",
"CEG1911","---","COG1143C","hycF",
"CEG1912","---","COG1145C","napF",
"CEG1913","---","COG1146C","fdxC",
"CEG1914","---","COG1167KE","Rv3722c",
"CEG1915","---","COG1179H","HI0118",
"CEG1916","---","COG1182I","MG_333",
"CEG1917","---","COG1188J","SA0464",
"CEG1918","---","COG1192D","VCA1115",
"CEG1919","---","COG1230P","ACIAD3600",
"CEG1920","---","COG1235R","SA0021",
"CEG1921","---","COG1262S","ACIAD3113",
"CEG1922","---","COG1297S","HI0561",
"CEG1923","---","COG1358J","SAOUHSC_0124",
"CEG1924","---","COG1366T","PA14_57830",
"CEG1925","---","COG1385S","PA14_66990",
"CEG1926","---","COG1413C","yibA",
"CEG1927","---","COG1418R","ymdA",
"CEG1928","---","COG1426S","HI0367",
"CEG1929","---","COG1434S","HI1701",
"CEG1930","---","COG1454C","adh2",
"CEG1931","---","COG1484L","Rv3427c",
"CEG1932","---","COG1488H","MG_037",
"CEG1933","---","COG1509E","HI0329",
"CEG1934","---","COG1511S","SA0272",
"CEG1935","---","COG1518L","Rv2817c",
"CEG1936","---","COG1543S","Rv3031",
"CEG1937","---","COG1564H","SAOUHSC_0119",
"CEG1938","---","COG1593G","HI1029",
"CEG1939","---","COG1598S","ydcQ",
"CEG1940","---","COG1609K","STM3012",
"CEG1941","---","COG1624S","SAOUHSC_02407",
"CEG1942","---","COG1629P","tbpA/tbp1",
"CEG1943","---","COG1651O","Rv2969c",
"CEG1944","---","COG1652S","ygaU",
"CEG1945","---","COG1659S","cfp29",
"CEG1946","---","COG1674D","Rv0284",
"CEG1947","---","COG1687E","HI1737",
"CEG1948","---","COG1721R","Rv1480",
"CEG1949","---","COG1734T","PA14_07970",
"CEG1950","---","COG1739S","SA0703",
"CEG1951","---","COG1757C","VC1131",
"CEG1952","---","COG1764O","VCA1006",
"CEG1953","---","COG1792M","mreC",
"CEG1954","---","COG1802K","PA14_44780",
"CEG1955","---","COG1819GC","Rv2739c",
"CEG1956","---","COG1835I","HI0391",
"CEG1957","---","COG1846K","VC1278",
"CEG1958","---","COG1878R","ACIAD1812",
"CEG1959","---","COG1928O","Rv1002c",
"CEG1960","---","COG1940KG","spr1950",
"CEG1961","---","COG1974KT","ymfK",
"CEG1962","---","COG2010C","nirC",
"CEG1963","---","COG2025C","ydiR",
"CEG1964","---","COG2067I","ACIAD2788",
"CEG1965","---","COG2105S","ytfP",
"CEG1966","---","COG2120S","yaiS",
"CEG1967","---","COG2128S","ynjA",
"CEG1968","---","COG2148M","SP_1838",
"CEG1969","---","COG2151R","Rv1466",
"CEG1970","---","COG2171E","ykuQ",
"CEG1971","---","COG2188K","VCA0600",
"CEG1972","---","COG2197TK","PA14_33920",
"CEG1973","---","COG2199T","SAOUHSC_0076",
"CEG1974","---","COG2208TK","ACIAD3019",
"CEG1975","---","COG2211G","yagG",
"CEG1976","---","COG2212P","mrpF",
"CEG1977","---","COG2215R","HI1248",
"CEG1978","---","COG2239P","Rv1232c",
"CEG1979","---","COG2303E","Rv0697",
"CEG1980","---","COG2318S","ACIAD2653",
"CEG1981","---","COG2336T","chpS",
"CEG1982","---","COG2348V","fmhA",
"CEG1983","---","COG2363S","VC0897",
"CEG1984","---","COG2367V","lpqF",
"CEG1985","---","COG2440C","ydiT",
"CEG1986","---","COG2453T","VC1070",
"CEG1987","---","COG2501S","SAOUHSC_00003",
"CEG1988","---","COG2606S","PA14_46740",
"CEG1989","---","COG2812L","dnaX",
"CEG1990","---","COG2823R","HI1658",
"CEG1991","---","COG2850S","ycfD",
"CEG1992","---","COG2862S","yqhA",
"CEG1993","---","COG2866E","ycjI/mpaA",
"CEG1994","---","COG2868J","MG_233",
"CEG1995","---","COG2919D","Rv1024",
"CEG1996","---","COG2924CO","VC0451",
"CEG1997","---","COG2937I","PA14_61360",
"CEG1998","---","COG2949S","ygjQ",
"CEG1999","---","COG2964S","HI0575",
"CEG2000","---","COG2966S","HI0108",
"CEG2001","---","COG2979S","yebE",
"CEG2002","---","COG3021S","yafD",
"CEG2003","---","COG3038C","STM1253",
"CEG2004","---","COG3041S","HI0711",
"CEG2005","---","COG3055S","HI0148",
"CEG2006","---","COG3059S","VC1587",
"CEG2007","---","COG3063NU","VCA1106",
"CEG2008","---","COG3087D","VC2676",
"CEG2009","---","COG3090G","HI1030",
"CEG2010","---","COG3095D","mukE",
"CEG2011","---","COG3098S","VC0887",
"CEG2012","---","COG3108S","ycbK",
"CEG2013","---","COG3110S","VC1853",
"CEG2014","---","COG3116D","ftsL",
"CEG2015","---","COG3145L","VCA0961",
"CEG2016","---","COG3209M","rhsE",
"CEG2017","---","COG3212S","VC1637",
"CEG2018","---","COG3226S","ybjK",
"CEG2019","---","COG3237S","SA0772",
"CEG2020","---","COG3267U","Rv2813",
"CEG2021","---","COG3281G","Rv0127",
"CEG2022","---","COG3307M","HI0874",
"CEG2023","---","COG3309S","vapD",
"CEG2024","---","COG3311K","VC1809",
"CEG2025","---","COG3323S","ACIAD2609",
"CEG2026","---","COG3346S","Rv2235",
"CEG2027","---","COG3391S","yncE",
"CEG2028","---","COG3421S","HI1054",
"CEG2029","---","COG3429G","opcA",
"CEG2030","---","COG3434T","VC0515",
"CEG2031","---","COG3539NU","yehD",
"CEG2032","---","COG3585H","PA14_19590",
"CEG2033","---","COG3586S","HI1375",
"CEG2034","---","COG3617K","HI1418",
"CEG2035","---","COG3637M","HI1457",
"CEG2036","---","COG3657S","HI1419",
"CEG2037","---","COG3692S","HI0080",
"CEG2038","---","COG3712PT","PA14_37420",
"CEG2039","---","COG3756S","ydaU",
"CEG2040","---","COG3765M","HI0109",
"CEG2041","---","COG3778S","HI1521",
"CEG2042","---","COG3893L","HP1089",
"CEG2043","---","COG3903R","Rv0894",
"CEG2044","---","COG3942R","SAOUHSC_02571",
"CEG2045","---","COG3950R","VC2386",
"CEG2046","---","COG3955M","HI1244",
"CEG2047","---","COG4112R","SAOUHSC_01782",
"CEG2048","---","COG4118D","Rv2830c",
"CEG2049","---","COG4121S","HI1534",
"CEG2050","---","COG4197S","ydaS",
"CEG2051","---","COG4224S","SA1176",
"CEG2052","---","COG4243S","Rv2968c",
"CEG2053","---","COG4245R","yegL",
"CEG2054","---","COG4293S","Rv2828c",
"CEG2055","---","COG4327S","VC2704",
"CEG2056","---","COG4338S","VC1389",
"CEG2057","---","COG4386R","HI1511",
"CEG2058","---","COG4397R","HI1505",
"CEG2059","---","COG4398S","Rv0628c",
"CEG2060","---","COG4399S","ACIAD1103",
"CEG2061","---","COG4453S","VCA0482",
"CEG2062","---","COG4454P","VCA0261",
"CEG2063","---","COG4481S","SAOUHSC_00345",
"CEG2064","---","COG4487S","MG_148",
"CEG2065","---","COG4519S","VC2149",
"CEG2066","---","COG4533R","VCA0578",
"CEG2067","---","COG4536P","yfjD",
"CEG2068","---","COG4568K","VCA0948",
"CEG2069","---","COG4608E","MYPU_2560",
"CEG2070","---","COG4623M","t1378",
"CEG2071","---","COG4635CH","hemG",
"CEG2072","---","COG4679S","HI0660",
"CEG2073","---","COG4701S","HI0907",
"CEG2074","---","COG4718S","PA14_08250",
"CEG2075","---","COG4825S","Rv1697",
"CEG2076","---","COG4839D","SAOUHSC_01144",
"CEG2077","---","COG4856S","SA1966",
"CEG2078","---","COG4886S","sspH2",
"CEG2079","---","COG4942D","HI0756",
"CEG2080","---","COG4947S","spr0788",
"CEG2081","---","COG4948MR","STM2273",
"CEG2082","---","COG5001T","ACIAD3099",
"CEG2083","---","COG5005R","HI1568",
"CEG2084","---","COG5266P","HI1427",
"CEG2085","---","COG5271R","SAOUHSC_01501",
"CEG2086","---","COG5305S","STM1637",
"CEG2087","---","COG5339S","ydgA",
"CEG2088","---","COG5413S","HI0120",
"CEG2089","---","COG5453S","VCA0562",
"CEG2090","---","COG5464S","yfaD",
"CEG2091","---","COG5503S","SAOUHSC_01036",
"CEG2092","---","COG5507S","ybaA",
"CEG2093","---","COG5557C","hybB",
"CEG2094","---","COG5651N","HP0289",
"CEG2095","---","---","comA",
"CEG2096","---","---","comB",
"CEG2097","---","---","comC",
"CEG2098","---","---","comD",
"CEG2099","---","---","elbA/iraM",
"CEG2100","---","---","fimV",
"CEG2101","---","---","FTN_0026",
"CEG2102","---","---","FTN_0134",
"CEG2103","---","---","FTN_0160",
"CEG2104","---","---","FTN_0314",
"CEG2105","---","---","FTN_0324",
"CEG2106","---","---","FTN_0356",
"CEG2107","---","---","FTN_0370",
"CEG2108","---","---","FTN_0371",
"CEG2109","---","---","FTN_0381",
"CEG2110","---","---","FTN_0450",
"CEG2111","---","---","FTN_0478",
"CEG2112","---","---","FTN_0480",
"CEG2113","---","---","FTN_0491",
"CEG2114","---","---","FTN_0510",
"CEG2115","---","---","FTN_0521",
"CEG2116","---","---","FTN_0547",
"CEG2117","---","---","FTN_0575",
"CEG2118","---","---","FTN_0610",
"CEG2119","---","---","FTN_0719",
"CEG2120","---","---","FTN_0724",
"CEG2121","---","---","FTN_0775",
"CEG2122","---","---","FTN_0783",
"CEG2123","---","---","FTN_0837",
"CEG2124","---","---","FTN_0864",
"CEG2125","---","---","FTN_0886",
"CEG2126","---","---","FTN_0890",
"CEG2127","---","---","FTN_0903",
"CEG2128","---","---","FTN_0924",
"CEG2129","---","---","FTN_0941",
"CEG2130","---","---","FTN_0942",
"CEG2131","---","---","FTN_0944",
"CEG2132","---","---","FTN_1037",
"CEG2133","---","---","FTN_1122",
"CEG2134","---","---","FTN_1163",
"CEG2135","---","---","FTN_1167",
"CEG2136","---","---","FTN_1183",
"CEG2137","---","---","FTN_1184",
"CEG2138","---","---","FTN_1193",
"CEG2139","---","---","FTN_1244",
"CEG2140","---","---","FTN_1269",
"CEG2141","---","---","FTN_1297",
"CEG2142","---","---","FTN_1301",
"CEG2143","---","---","FTN_1369",
"CEG2144","---","---","FTN_1495",
"CEG2145","---","---","FTN_1747",
"CEG2146","---","---","FTN_1751",
"CEG2147","---","---","FTN_A0001",
"CEG2148","---","---","FTN_A0002",
"CEG2149","---","---","HI0040",
"CEG2150","---","---","HI0077",
"CEG2151","---","---","HI0096",
"CEG2152","---","---","HI0134",
"CEG2153","---","---","HI0205",
"CEG2154","---","---","HI0352",
"CEG2155","---","---","HI0400",
"CEG2156","---","---","HI0418",
"CEG2157","---","---","HI0467",
"CEG2158","---","---","HI0650",
"CEG2159","---","---","HI0677",
"CEG2160","---","---","HI0687",
"CEG2161","---","---","HI0688",
"CEG2162","---","---","HI0825",
"CEG2163","---","---","HI0849m",
"CEG2164","---","---","HI0855",
"CEG2165","---","---","HI0858",
"CEG2166","---","---","HI0870",
"CEG2167","---","---","HI0976",
"CEG2168","---","---","HI1249",
"CEG2169","---","---","HI1298",
"CEG2170","---","---","HI1386",
"CEG2171","---","---","HI1399",
"CEG2172","---","---","HI1413",
"CEG2173","---","---","HI1414",
"CEG2174","---","---","HI1436",
"CEG2175","---","---","HI1456",
"CEG2176","---","---","HI1480",
"CEG2177","---","---","HI1487",
"CEG2178","---","---","HI1626",
"CEG2179","---","---","HI1631",
"CEG2180","---","---","HI1643",
"CEG2181","---","---","HI1651",
"CEG2182","---","---","HI1718",
"CEG2183","---","---","HI1731",
"CEG2184","---","---","hmw1",
"CEG2185","---","---","hmw3",
"CEG2186","---","---","HP0007",
"CEG2187","---","---","HP0024",
"CEG2188","---","---","HP0028",
"CEG2189","---","---","HP0061",
"CEG2190","---","---","HP0065",
"CEG2191","---","---","HP0095",
"CEG2192","---","---","HP0122",
"CEG2193","---","---","HP0148",
"CEG2194","---","---","HP0188",
"CEG2195","---","---","HP0222",
"CEG2196","---","---","HP0242",
"CEG2197","---","---","HP0268",
"CEG2198","---","---","HP0272",
"CEG2199","---","---","HP0276",
"CEG2200","---","---","HP0288",
"CEG2201","---","---","HP0359",
"CEG2202","---","---","HP0386",
"CEG2203","---","---","HP0408",
"CEG2204","---","---","HP0419",
"CEG2205","---","---","HP0445",
"CEG2206","---","---","HP0456",
"CEG2207","---","---","HP0466",
"CEG2208","---","---","HP0469",
"CEG2209","---","---","HP0488",
"CEG2210","---","---","HP0489",
"CEG2211","---","---","HP0505",
"CEG2212","---","---","HP0554",
"CEG2213","---","---","HP0573",
"CEG2214","---","---","HP0583",
"CEG2215","---","---","HP0586",
"CEG2216","---","---","HP0614",
"CEG2217","---","---","HP0641",
"CEG2218","---","---","HP0647",
"CEG2219","---","---","HP0664",
"CEG2220","---","---","HP0708",
"CEG2221","---","---","HP0729",
"CEG2222","---","---","HP0767",
"CEG2223","---","---","HP0811",
"CEG2224","---","---","HP0820",
"CEG2225","---","---","HP0849",
"CEG2226","---","---","HP0868",
"CEG2227","---","---","HP0880",
"CEG2228","---","---","HP0931",
"CEG2229","---","---","HP0932",
"CEG2230","---","---","HP0935",
"CEG2231","---","---","HP0963",
"CEG2232","---","---","HP0973",
"CEG2233","---","---","HP0984",
"CEG2234","---","---","HP0993",
"CEG2235","---","---","HP1055",
"CEG2236","---","---","HP1056",
"CEG2237","---","---","HP1057",
"CEG2238","---","---","HP1065",
"CEG2239","---","---","HP1070",
"CEG2240","---","---","HP1076",
"CEG2241","---","---","HP1085",
"CEG2242","---","---","HP1093",
"CEG2243","---","---","HP1127",
"CEG2244","---","---","HP1217",
"CEG2245","---","---","HP1219",
"CEG2246","---","---","HP1230",
"CEG2247","---","---","HP1234",
"CEG2248","---","---","HP1239",
"CEG2249","---","---","HP1289",
"CEG2250","---","---","HP1349",
"CEG2251","---","---","HP1359",
"CEG2252","---","---","HP1384",
"CEG2253","---","---","HP1388",
"CEG2254","---","---","HP1405",
"CEG2255","---","---","HP1436",
"CEG2256","---","---","HP1439",
"CEG2257","---","---","HP1449",
"CEG2258","---","---","HP1493",
"CEG2259","---","---","HP1518",
"CEG2260","---","---","HP1524",
"CEG2261","---","---","HP1531",
"CEG2262","---","---","HP1536",
"CEG2263","---","---","HP1546",
"CEG2264","---","---","HP1548",
"CEG2265","---","---","HP1566",
"CEG2266","---","---","HP1569",
"CEG2267","---","---","Hypothetical protein yccD",
"CEG2268","---","---","Hypothetical protein ymcD",
"CEG2269","---","---","lifO",
"CEG2270","---","---","lpp20",
"CEG2271","---","---","lppY",
"CEG2272","---","---","lpqB",
"CEG2273","---","---","lprB",
"CEG2274","---","---","lsr2",
"CEG2275","---","---","MG_028",
"CEG2276","---","---","MG_068",
"CEG2277","---","---","MG_074",
"CEG2278","---","---","MG_075",
"CEG2279","---","---","MG_076",
"CEG2280","---","---","MG_095",
"CEG2281","---","---","MG_101",
"CEG2282","---","---","MG_105",
"CEG2283","---","---","MG_117",
"CEG2284","---","---","MG_123",
"CEG2285","---","---","MG_129",
"CEG2286","---","---","MG_133",
"CEG2287","---","---","MG_135",
"CEG2288","---","---","MG_144",
"CEG2289","---","---","MG_147",
"CEG2290","---","---","MG_202",
"CEG2291","---","---","MG_211",
"CEG2292","---","---","MG_217",
"CEG2293","---","---","MG_219",
"CEG2294","---","---","MG_223",
"CEG2295","---","---","MG_241",
"CEG2296","---","---","MG_242",
"CEG2297","---","---","MG_243",
"CEG2298","---","---","MG_267",
"CEG2299","---","---","MG_296",
"CEG2300","---","---","MG_307",
"CEG2301","---","---","MG_309",
"CEG2302","---","---","MG_313",
"CEG2303","---","---","MG_314",
"CEG2304","---","---","MG_319",
"CEG2305","---","---","MG_320",
"CEG2306","---","---","MG_321",
"CEG2307","---","---","MG_331",
"CEG2308","---","---","MG_332",
"CEG2309","---","---","MG_338),",
"CEG2310","---","---","MG_348",
"CEG2311","---","---","MG_350",
"CEG2312","---","---","MG_354",
"CEG2313","---","---","MG_364",
"CEG2314","---","---","MG_366",
"CEG2315","---","---","MG_373",
"CEG2316","---","---","MG_374",
"CEG2317","---","---","MG_376",
"CEG2318","---","---","MG_377",
"CEG2319","---","---","MG_381",
"CEG2320","---","---","MG_389",
"CEG2321","---","---","MG_395",
"CEG2322","---","---","MG_406",
"CEG2323","---","---","MG_422",
"CEG2324","---","---","MG_427",
"CEG2325","---","---","MG_439",
"CEG2326","---","---","MG_440",
"CEG2327","---","---","MG_441",
"CEG2328","---","---","MG_459",
"CEG2329","---","---","MG055.2/MG_474",
"CEG2330","---","---","MG141.1/MG_4",
"CEG2331","---","---","MG210.1/MG_4",
"CEG2332","---","---","MG218.1/MG_4",
"CEG2333","---","---","MG323.1/MG_5",
"CEG2334","---","---","MG350.1/MG_5",
"CEG2335","---","---","MG384.1/MG_5",
"CEG2336","---","---","mihF",
"CEG2337","---","---","MYPU_0060",
"CEG2338","---","---","MYPU_0070",
"CEG2339","---","---","MYPU_0110",
"CEG2340","---","---","MYPU_0240",
"CEG2341","---","---","MYPU_1330",
"CEG2342","---","---","MYPU_1490",
"CEG2343","---","---","MYPU_1580",
